Controller pinned to core 3.
Scheduler started.
pulled barnes
pulled radix
pulled blackscholes
pulled canneal
pulled freqmine
pulled streamcluster
pulled vips
[MEMCACHED] cores updated to: ['0', '1', '2']
[radix] started on cores: [3] with 1 threads.
[monitor] ['51%', '53%', '50%', '100%']  memcached=154.4%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [1, 2]
[monitor] ['47%', '90%', '97%', '47%']  memcached=94.4%
[monitor] ['51%', '94%', '93%', '50%']  memcached=101.4%
[monitor] ['47%', '93%', '93%', '46%']  memcached=92.9%
[monitor] ['49%', '93%', '93%', '47%']  memcached=95.8%
[monitor] ['53%', '90%', '100%', '49%']  memcached=101.2%
[monitor] ['51%', '90%', '87%', '47%']  memcached=98.5%
[monitor] ['47%', '87%', '97%', '49%']  memcached=95.8%
[monitor] ['50%', '93%', '90%', '47%']  memcached=97.2%
[monitor] ['49%', '90%', '93%', '53%']  memcached=101.3%
[monitor] ['54%', '90%', '94%', '50%']  memcached=103.8%
[monitor] ['51%', '97%', '97%', '49%']  memcached=100.0%
[monitor] ['49%', '94%', '90%', '50%']  memcached=98.6%
[monitor] ['53%', '93%', '97%', '51%']  memcached=104.1%
[monitor] ['50%', '93%', '90%', '49%']  memcached=98.6%
[monitor] ['51%', '97%', '93%', '50%']  memcached=101.4%
[monitor] ['53%', '87%', '93%', '47%']  memcached=99.9%
[monitor] ['51%', '93%', '93%', '47%']  memcached=98.5%
[monitor] ['47%', '90%', '97%', '47%']  memcached=94.4%
[monitor] ['50%', '93%', '97%', '47%']  memcached=97.1%
[monitor] ['50%', '94%', '93%', '49%']  memcached=98.6%
[monitor] ['51%', '89%', '97%', '49%']  memcached=99.9%
[monitor] ['47%', '89%', '97%', '52%']  memcached=99.7%
[monitor] ['53%', '93%', '93%', '49%']  memcached=101.2%
[monitor] ['51%', '90%', '97%', '53%']  memcached=103.9%
[monitor] ['50%', '93%', '97%', '46%']  memcached=95.7%
[monitor] ['51%', '90%', '93%', '47%']  memcached=98.5%
[monitor] ['49%', '94%', '87%', '50%']  memcached=98.6%
[monitor] ['53%', '90%', '96%', '50%']  memcached=102.6%
[monitor] ['49%', '90%', '94%', '44%']  memcached=92.8%
[monitor] ['50%', '93%', '94%', '44%']  memcached=94.1%
[monitor] ['54%', '94%', '93%', '51%']  memcached=105.4%
[monitor] ['47%', '89%', '97%', '46%']  memcached=92.9%
[monitor] ['49%', '94%', '93%', '50%']  memcached=98.6%
[monitor] ['50%', '90%', '97%', '49%']  memcached=98.6%
[monitor] ['44%', '97%', '90%', '46%']  memcached=89.8%
[monitor] ['49%', '90%', '93%', '46%']  memcached=94.3%
[monitor] ['51%', '97%', '90%', '47%']  memcached=98.4%
[monitor] ['50%', '97%', '97%', '44%']  memcached=94.1%
[monitor] ['51%', '86%', '93%', '50%']  memcached=101.4%
[monitor] ['53%', '94%', '97%', '49%']  memcached=101.2%
[monitor] ['51%', '93%', '87%', '50%']  memcached=101.4%
[monitor] ['47%', '90%', '93%', '49%']  memcached=95.9%
[monitor] ['49%', '90%', '93%', '49%']  memcached=97.3%
[monitor] ['53%', '93%', '90%', '47%']  memcached=99.9%
[monitor] ['50%', '91%', '90%', '47%']  memcached=97.2%
[monitor] ['54%', '87%', '93%', '47%']  memcached=100.9%
[monitor] ['53%', '93%', '93%', '53%']  memcached=105.3%
[monitor] ['51%', '90%', '94%', '49%']  memcached=99.9%
[monitor] ['74%', '93%', '93%', '74%']  memcached=148.6%
[monitor] ['71%', '79%', '97%', '85%']  memcached=155.9%
[monitor] ['74%', '77%', '100%', '82%']  memcached=156.6%
[monitor] ['75%', '90%', '97%', '82%']  memcached=157.4%
[monitor] ['74%', '86%', '97%', '88%']  memcached=161.4%
[MEMCACHED] cores updated to: ['0', '1', '3']
[canneal] cores updated to: [2]
[monitor] ['71%', '64%', '100%', '62%']  memcached=197.5%
[monitor] ['65%', '63%', '100%', '64%']  memcached=191.5%
[monitor] ['70%', '65%', '100%', '64%']  memcached=198.9%
[monitor] ['66%', '63%', '100%', '60%']  memcached=188.6%
[monitor] ['66%', '63%', '100%', '59%']  memcached=187.4%
[monitor] ['67%', '62%', '100%', '63%']  memcached=192.0%
[monitor] ['67%', '63%', '100%', '62%']  memcached=191.3%
[monitor] ['66%', '61%', '100%', '58%']  memcached=184.0%
[monitor] ['69%', '65%', '100%', '59%']  memcached=192.7%
[monitor] ['69%', '65%', '100%', '63%']  memcached=196.1%
[monitor] ['69%', '65%', '100%', '64%']  memcached=196.9%
[monitor] ['68%', '64%', '100%', '58%']  memcached=188.9%
[monitor] ['69%', '64%', '100%', '61%']  memcached=192.8%
[monitor] ['66%', '61%', '100%', '58%']  memcached=183.9%
[monitor] ['64%', '64%', '100%', '62%']  memcached=189.5%
[monitor] ['67%', '62%', '100%', '58%']  memcached=186.0%
[monitor] ['69%', '65%', '100%', '59%']  memcached=193.5%
[monitor] ['66%', '62%', '100%', '62%']  memcached=190.0%
[monitor] ['68%', '64%', '100%', '59%']  memcached=190.1%
[monitor] ['69%', '64%', '100%', '61%']  memcached=193.7%
[monitor] ['69%', '65%', '100%', '65%']  memcached=198.0%
[monitor] ['67%', '64%', '100%', '59%']  memcached=189.1%
[monitor] ['66%', '62%', '100%', '59%']  memcached=186.9%
[monitor] ['67%', '62%', '100%', '59%']  memcached=187.3%
[monitor] ['66%', '66%', '100%', '61%']  memcached=192.5%
[monitor] ['65%', '65%', '100%', '59%']  memcached=188.8%
[monitor] ['68%', '64%', '100%', '62%']  memcached=193.0%
[monitor] ['68%', '62%', '100%', '61%']  memcached=190.7%
[monitor] ['67%', '61%', '100%', '62%']  memcached=189.0%
[monitor] ['68%', '62%', '100%', '59%']  memcached=188.2%
[monitor] ['66%', '62%', '100%', '60%']  memcached=187.5%
[monitor] ['65%', '62%', '100%', '61%']  memcached=187.1%
[monitor] ['69%', '58%', '100%', '62%']  memcached=189.3%
[monitor] ['67%', '65%', '100%', '59%']  memcached=190.7%
[monitor] ['68%', '59%', '100%', '59%']  memcached=185.8%
[monitor] ['69%', '64%', '100%', '61%']  memcached=193.7%
[monitor] ['67%', '65%', '100%', '60%']  memcached=191.4%
[monitor] ['65%', '62%', '100%', '60%']  memcached=187.0%
[monitor] ['69%', '64%', '100%', '59%']  memcached=191.6%
[monitor] ['68%', '61%', '100%', '62%']  memcached=189.9%
[monitor] ['67%', '65%', '100%', '60%']  memcached=191.4%
[monitor] ['65%', '61%', '100%', '60%']  memcached=185.8%
[monitor] ['67%', '62%', '100%', '58%']  memcached=186.5%
[monitor] ['68%', '65%', '100%', '60%']  memcached=192.3%
[monitor] ['72%', '64%', '100%', '62%']  memcached=198.4%
[monitor] ['67%', '65%', '100%', '62%']  memcached=193.1%
[monitor] ['66%', '61%', '100%', '61%']  memcached=187.9%
[monitor] ['67%', '62%', '100%', '61%']  memcached=189.8%
[monitor] ['69%', '62%', '100%', '63%']  memcached=194.8%
[monitor] ['69%', '64%', '100%', '62%']  memcached=194.0%
[monitor] ['67%', '61%', '100%', '59%']  memcached=186.6%
[monitor] ['67%', '61%', '100%', '61%']  memcached=188.6%
[monitor] ['67%', '61%', '100%', '60%']  memcached=187.3%
[monitor] ['69%', '66%', '100%', '64%']  memcached=198.7%
[monitor] ['68%', '63%', '100%', '62%']  memcached=192.3%
[monitor] ['68%', '66%', '100%', '61%']  memcached=193.9%
[monitor] ['71%', '62%', '100%', '62%']  memcached=195.3%
[monitor] ['68%', '63%', '100%', '59%']  memcached=189.9%
[monitor] ['68%', '66%', '100%', '61%']  memcached=194.7%
[monitor] ['66%', '65%', '100%', '61%']  memcached=191.0%
[monitor] ['69%', '63%', '100%', '61%']  memcached=192.5%
[monitor] ['69%', '66%', '100%', '61%']  memcached=194.9%
[monitor] ['68%', '67%', '100%', '61%']  memcached=194.8%
[monitor] ['70%', '62%', '100%', '62%']  memcached=193.8%
[monitor] ['66%', '64%', '100%', '59%']  memcached=188.2%
[monitor] ['69%', '61%', '100%', '64%']  memcached=194.4%
[monitor] ['69%', '64%', '100%', '62%']  memcached=194.8%
[monitor] ['69%', '62%', '100%', '59%']  memcached=190.4%
[monitor] ['68%', '62%', '100%', '62%']  memcached=191.2%
[monitor] ['70%', '65%', '100%', '63%']  memcached=197.8%
[monitor] ['66%', '65%', '100%', '58%']  memcached=188.5%
[monitor] ['68%', '63%', '100%', '59%']  memcached=189.3%
[monitor] ['66%', '62%', '100%', '61%']  memcached=188.1%
[monitor] ['68%', '64%', '100%', '58%']  memcached=189.6%
[monitor] ['68%', '62%', '100%', '61%']  memcached=190.0%
[monitor] ['68%', '65%', '100%', '60%']  memcached=192.3%
[monitor] ['69%', '63%', '100%', '59%']  memcached=190.8%
[monitor] ['69%', '66%', '100%', '61%']  memcached=195.7%
[monitor] ['67%', '65%', '100%', '62%']  memcached=193.3%
[monitor] ['69%', '61%', '100%', '61%']  memcached=191.3%
[monitor] ['67%', '63%', '100%', '61%']  memcached=190.6%
[monitor] ['68%', '64%', '100%', '61%']  memcached=191.8%
[monitor] ['71%', '65%', '100%', '59%']  memcached=195.5%
[monitor] ['69%', '65%', '100%', '62%']  memcached=195.9%
[monitor] ['69%', '60%', '100%', '61%']  memcached=190.1%
[monitor] ['69%', '65%', '100%', '59%']  memcached=192.7%
[monitor] ['69%', '65%', '100%', '63%']  memcached=197.0%
[monitor] ['65%', '61%', '100%', '59%']  memcached=185.4%
[monitor] ['69%', '65%', '100%', '62%']  memcached=195.0%
[monitor] ['69%', '65%', '100%', '62%']  memcached=195.0%
[monitor] ['67%', '63%', '100%', '60%']  memcached=189.5%
[monitor] ['69%', '61%', '100%', '59%']  memcached=190.1%
[monitor] ['71%', '64%', '100%', '63%']  memcached=197.9%
[monitor] ['67%', '62%', '100%', '59%']  memcached=187.8%
[monitor] ['62%', '62%', '100%', '59%']  memcached=183.1%
[monitor] ['56%', '48%', '100%', '47%']  memcached=150.9%
[monitor] ['53%', '50%', '100%', '51%']  memcached=154.2%
[monitor] ['52%', '51%', '100%', '45%']  memcached=148.4%
[monitor] ['56%', '48%', '100%', '47%']  memcached=151.1%
[monitor] ['53%', '48%', '100%', '51%']  memcached=152.9%
[monitor] ['51%', '50%', '100%', '44%']  memcached=145.5%
[monitor] ['51%', '50%', '100%', '51%']  memcached=152.9%
[monitor] ['54%', '51%', '100%', '49%']  memcached=154.3%
[monitor] ['56%', '51%', '100%', '50%']  memcached=157.0%
[monitor] ['51%', '45%', '100%', '50%']  memcached=146.9%
[monitor] ['53%', '51%', '100%', '49%']  memcached=152.8%
[monitor] ['54%', '50%', '100%', '45%']  memcached=149.4%
[monitor] ['53%', '50%', '100%', '49%']  memcached=151.5%
[monitor] ['53%', '50%', '100%', '45%']  memcached=148.1%
[monitor] ['56%', '48%', '100%', '49%']  memcached=152.6%
[monitor] ['57%', '53%', '100%', '50%']  memcached=159.9%
[monitor] ['53%', '47%', '100%', '51%']  memcached=151.1%
[monitor] ['54%', '50%', '100%', '45%']  memcached=149.5%
[monitor] ['57%', '51%', '100%', '48%']  memcached=156.7%
[monitor] ['54%', '47%', '100%', '47%']  memcached=148.0%
[monitor] ['58%', '51%', '100%', '49%']  memcached=157.9%
[monitor] ['54%', '48%', '100%', '47%']  memcached=149.8%
[monitor] ['50%', '50%', '100%', '47%']  memcached=147.1%
[monitor] ['54%', '53%', '100%', '47%']  memcached=153.9%
[monitor] ['54%', '51%', '100%', '51%']  memcached=156.9%
[monitor] ['57%', '52%', '100%', '47%']  memcached=155.5%
[monitor] ['56%', '51%', '100%', '48%']  memcached=155.5%
[monitor] ['57%', '48%', '100%', '50%']  memcached=155.2%
[monitor] ['55%', '51%', '100%', '45%']  memcached=152.1%
[monitor] ['55%', '50%', '100%', '50%']  memcached=155.3%
[monitor] ['54%', '50%', '100%', '50%']  memcached=154.3%
[monitor] ['58%', '53%', '100%', '47%']  memcached=157.7%
[monitor] ['54%', '50%', '100%', '48%']  memcached=152.8%
[monitor] ['58%', '51%', '100%', '48%']  memcached=157.8%
[monitor] ['55%', '53%', '100%', '49%']  memcached=156.6%
[monitor] ['57%', '50%', '100%', '48%']  memcached=155.2%
[monitor] ['56%', '53%', '100%', '45%']  memcached=153.8%
[monitor] ['57%', '51%', '100%', '53%']  memcached=161.6%
[monitor] ['54%', '50%', '100%', '45%']  memcached=149.5%
[monitor] ['54%', '50%', '100%', '48%']  memcached=152.8%
[monitor] ['58%', '50%', '100%', '49%']  memcached=156.5%
[monitor] ['55%', '50%', '100%', '50%']  memcached=155.3%
[monitor] ['56%', '50%', '100%', '50%']  memcached=155.6%
[monitor] ['54%', '53%', '100%', '45%']  memcached=152.3%
[monitor] ['56%', '51%', '100%', '48%']  memcached=155.5%
[monitor] ['56%', '49%', '100%', '47%']  memcached=151.2%
[monitor] ['53%', '50%', '100%', '47%']  memcached=149.7%
[monitor] ['57%', '48%', '100%', '45%']  memcached=150.7%
[monitor] ['54%', '53%', '100%', '48%']  memcached=155.3%
[monitor] ['56%', '53%', '100%', '47%']  memcached=155.4%
[monitor] ['61%', '54%', '100%', '54%']  memcached=169.7%
[monitor] ['63%', '55%', '100%', '50%']  memcached=167.7%
[monitor] ['59%', '52%', '100%', '54%']  memcached=165.3%
[monitor] ['58%', '57%', '100%', '53%']  memcached=168.3%
[monitor] ['58%', '56%', '100%', '54%']  memcached=168.2%
[monitor] ['59%', '54%', '100%', '50%']  memcached=163.7%
[monitor] ['58%', '55%', '100%', '52%']  memcached=164.4%
[monitor] ['63%', '54%', '100%', '56%']  memcached=173.0%
[monitor] ['58%', '59%', '100%', '53%']  memcached=170.1%
[monitor] ['61%', '52%', '100%', '53%']  memcached=165.6%
[monitor] ['57%', '57%', '100%', '50%']  memcached=164.3%
[monitor] ['62%', '54%', '100%', '54%']  memcached=170.7%
[monitor] ['59%', '55%', '100%', '53%']  memcached=166.9%
[monitor] ['59%', '55%', '100%', '50%']  memcached=163.4%
[monitor] ['62%', '57%', '100%', '54%']  memcached=173.6%
[monitor] ['58%', '53%', '100%', '53%']  memcached=163.8%
[monitor] ['62%', '56%', '100%', '52%']  memcached=169.6%
[monitor] ['61%', '53%', '100%', '53%']  memcached=166.2%
[monitor] ['61%', '57%', '100%', '54%']  memcached=172.5%
[monitor] ['62%', '56%', '100%', '57%']  memcached=175.2%
[monitor] ['62%', '57%', '100%', '56%']  memcached=174.9%
[monitor] ['59%', '56%', '100%', '56%']  memcached=170.9%
[monitor] ['63%', '54%', '100%', '53%']  memcached=170.4%
[monitor] ['62%', '56%', '100%', '54%']  memcached=172.3%
[monitor] ['62%', '55%', '100%', '53%']  memcached=169.6%
[monitor] ['59%', '53%', '100%', '50%']  memcached=162.4%
[monitor] ['63%', '57%', '100%', '52%']  memcached=171.8%
[monitor] ['59%', '58%', '100%', '55%']  memcached=172.3%
[monitor] ['59%', '53%', '100%', '54%']  memcached=166.7%
[monitor] ['61%', '56%', '100%', '53%']  memcached=169.9%
[monitor] ['59%', '57%', '100%', '53%']  memcached=169.5%
[monitor] ['59%', '56%', '100%', '56%']  memcached=170.6%
[monitor] ['58%', '55%', '100%', '52%']  memcached=163.6%
[monitor] ['57%', '58%', '100%', '54%']  memcached=169.8%
[monitor] ['59%', '54%', '100%', '54%']  memcached=168.0%
[monitor] ['58%', '54%', '100%', '54%']  memcached=166.1%
[monitor] ['62%', '53%', '100%', '56%']  memcached=170.8%
[monitor] ['61%', '53%', '100%', '53%']  memcached=167.0%
[monitor] ['62%', '56%', '100%', '54%']  memcached=172.7%
[monitor] ['58%', '56%', '100%', '53%']  memcached=167.1%
[monitor] ['61%', '57%', '100%', '53%']  memcached=171.2%
[monitor] ['61%', '57%', '100%', '53%']  memcached=170.6%
[monitor] ['63%', '56%', '100%', '56%']  memcached=174.6%
[monitor] ['59%', '55%', '100%', '54%']  memcached=168.3%
[monitor] ['63%', '56%', '100%', '53%']  memcached=171.7%
[monitor] ['59%', '56%', '100%', '55%']  memcached=169.3%
[monitor] ['59%', '56%', '100%', '56%']  memcached=170.9%
[monitor] ['61%', '55%', '100%', '56%']  memcached=170.6%
[monitor] ['64%', '53%', '100%', '52%']  memcached=168.6%
[monitor] ['50%', '49%', '100%', '45%']  memcached=144.0%
[monitor] ['47%', '41%', '100%', '38%']  memcached=126.8%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [1, 2]
[monitor] ['51%', '93%', '87%', '49%']  memcached=100.0%
[monitor] ['55%', '84%', '93%', '51%']  memcached=106.4%
[monitor] ['50%', '90%', '93%', '54%']  memcached=104.1%
[monitor] ['54%', '87%', '94%', '50%']  memcached=104.1%
[monitor] ['53%', '93%', '93%', '50%']  memcached=102.8%
[monitor] ['50%', '90%', '97%', '51%']  memcached=101.4%
[monitor] ['53%', '93%', '90%', '49%']  memcached=101.2%
[monitor] ['51%', '89%', '97%', '47%']  memcached=98.6%
[monitor] ['53%', '90%', '90%', '53%']  memcached=105.4%
[monitor] ['54%', '90%', '93%', '50%']  memcached=104.3%
[monitor] ['50%', '96%', '97%', '48%']  memcached=98.5%
[monitor] ['51%', '90%', '93%', '46%']  memcached=97.1%
[monitor] ['54%', '93%', '97%', '53%']  memcached=107.2%
[monitor] ['57%', '93%', '97%', '53%']  memcached=109.5%
[monitor] ['56%', '90%', '93%', '51%']  memcached=107.8%
[monitor] ['53%', '93%', '90%', '53%']  memcached=105.3%
[monitor] ['56%', '93%', '97%', '54%']  memcached=109.8%
[monitor] ['51%', '31%', '97%', '45%']  memcached=96.8%
[monitor] ['51%', '7%', '100%', '50%']  memcached=101.4%
[monitor] ['53%', '4%', '100%', '49%']  memcached=101.2%
[monitor] ['50%', '10%', '100%', '50%']  memcached=100.0%
[monitor] ['50%', '4%', '100%', '45%']  memcached=95.5%
[monitor] ['54%', '7%', '100%', '45%']  memcached=99.3%
[monitor] ['53%', '11%', '100%', '47%']  memcached=99.8%
[monitor] ['50%', '7%', '100%', '47%']  memcached=97.1%
[monitor] ['54%', '7%', '100%', '49%']  memcached=102.4%
[monitor] ['54%', '4%', '100%', '50%']  memcached=103.8%
[monitor] ['53%', '10%', '100%', '51%']  memcached=104.1%
[monitor] ['51%', '7%', '100%', '47%']  memcached=98.4%
[monitor] ['54%', '4%', '100%', '47%']  memcached=100.9%
[monitor] ['53%', '7%', '100%', '45%']  memcached=98.2%
[monitor] ['53%', '4%', '100%', '51%']  memcached=104.1%
[monitor] ['50%', '10%', '100%', '49%']  memcached=98.6%
[monitor] ['51%', '7%', '100%', '49%']  memcached=99.9%
[monitor] ['50%', '10%', '100%', '45%']  memcached=95.5%
[monitor] ['60%', '40%', '59%', '57%']  memcached=117.1%
[canneal] ended.
[freqmine] started on cores: [1, 2] with 3 threads.
[monitor] ['54%', '57%', '61%', '51%']  memcached=105.5%
[monitor] ['50%', '50%', '70%', '47%']  memcached=97.1%
[monitor] ['51%', '33%', '84%', '50%']  memcached=101.4%
[monitor] ['51%', '100%', '7%', '44%']  memcached=95.5%
[monitor] ['49%', '100%', '4%', '44%']  memcached=92.8%
[monitor] ['47%', '100%', '10%', '41%']  memcached=87.8%
[monitor] ['50%', '100%', '7%', '44%']  memcached=94.1%
[monitor] ['51%', '100%', '7%', '43%']  memcached=94.2%
[monitor] ['51%', '100%', '72%', '51%']  memcached=102.8%
[monitor] ['59%', '97%', '100%', '51%']  memcached=110.4%
[monitor] ['56%', '63%', '100%', '53%']  memcached=108.3%
[monitor] ['62%', '100%', '100%', '63%']  memcached=124.6%
[monitor] ['75%', '100%', '100%', '82%']  memcached=157.4%
[monitor] ['69%', '100%', '100%', '85%']  memcached=153.9%
[monitor] ['78%', '100%', '100%', '79%']  memcached=157.2%
[monitor] ['74%', '100%', '100%', '86%']  memcached=160.0%
[monitor] ['69%', '100%', '100%', '88%']  memcached=157.7%
[monitor] ['73%', '100%', '100%', '85%']  memcached=157.6%
[monitor] ['86%', '100%', '100%', '82%']  memcached=168.5%
[MEMCACHED] cores updated to: ['0', '1', '3']
[freqmine] cores updated to: [2]
[monitor] ['65%', '68%', '100%', '74%']  memcached=205.9%
[monitor] ['71%', '71%', '100%', '68%']  memcached=209.7%
[monitor] ['70%', '64%', '100%', '63%']  memcached=196.2%
[monitor] ['66%', '59%', '100%', '62%']  memcached=186.9%
[monitor] ['69%', '67%', '100%', '62%']  memcached=198.6%
[monitor] ['68%', '66%', '100%', '62%']  memcached=195.1%
[monitor] ['68%', '65%', '100%', '64%']  memcached=196.2%
[monitor] ['69%', '68%', '100%', '64%']  memcached=200.7%
[monitor] ['70%', '66%', '100%', '65%']  memcached=200.7%
[monitor] ['69%', '67%', '100%', '61%']  memcached=196.7%
[monitor] ['69%', '64%', '100%', '65%']  memcached=196.9%
[monitor] ['67%', '64%', '100%', '64%']  memcached=194.2%
[monitor] ['68%', '67%', '100%', '61%']  memcached=195.6%
[monitor] ['67%', '65%', '100%', '62%']  memcached=193.1%
[monitor] ['68%', '69%', '100%', '63%']  memcached=199.1%
[monitor] ['69%', '67%', '100%', '64%']  memcached=198.9%
[monitor] ['72%', '66%', '100%', '62%']  memcached=199.6%
[monitor] ['67%', '69%', '100%', '64%']  memcached=198.9%
[monitor] ['69%', '88%', '100%', '75%']  memcached=231.6%
[monitor] ['71%', '69%', '100%', '100%']  memcached=240.0%
[monitor] ['69%', '91%', '100%', '76%']  memcached=236.4%
[monitor] ['69%', '70%', '100%', '94%']  memcached=233.1%
[monitor] ['69%', '67%', '100%', '65%']  memcached=199.9%
[monitor] ['70%', '67%', '100%', '62%']  memcached=199.4%
[monitor] ['69%', '68%', '100%', '66%']  memcached=202.8%
[monitor] ['66%', '68%', '100%', '65%']  memcached=198.0%
[monitor] ['69%', '66%', '100%', '65%']  memcached=199.0%
[monitor] ['68%', '68%', '100%', '65%']  memcached=200.0%
[monitor] ['69%', '69%', '100%', '66%']  memcached=202.9%
[monitor] ['68%', '68%', '100%', '65%']  memcached=200.0%
[monitor] ['68%', '66%', '100%', '63%']  memcached=197.0%
[monitor] ['68%', '66%', '100%', '64%']  memcached=196.9%
[monitor] ['68%', '66%', '100%', '65%']  memcached=198.1%
[monitor] ['71%', '67%', '100%', '64%']  memcached=201.7%
[monitor] ['68%', '66%', '100%', '65%']  memcached=198.8%
[monitor] ['68%', '65%', '100%', '62%']  memcached=194.0%
[monitor] ['69%', '67%', '100%', '65%']  memcached=199.9%
[monitor] ['68%', '69%', '100%', '65%']  memcached=200.9%
[monitor] ['71%', '68%', '100%', '62%']  memcached=201.6%
[monitor] ['67%', '67%', '100%', '63%']  memcached=196.2%
[monitor] ['67%', '64%', '100%', '61%']  memcached=191.2%
[monitor] ['68%', '66%', '100%', '63%']  memcached=196.2%
[monitor] ['57%', '54%', '100%', '56%']  memcached=166.6%
[monitor] ['46%', '46%', '100%', '46%']  memcached=137.6%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [1, 2]
[monitor] ['57%', '100%', '100%', '57%']  memcached=113.5%
[monitor] ['59%', '100%', '100%', '56%']  memcached=115.0%
[monitor] ['61%', '100%', '100%', '56%']  memcached=116.1%
[monitor] ['59%', '100%', '100%', '56%']  memcached=115.0%
[monitor] ['59%', '100%', '100%', '56%']  memcached=115.0%
[monitor] ['59%', '100%', '100%', '56%']  memcached=115.3%
[monitor] ['59%', '100%', '100%', '58%']  memcached=117.4%
[monitor] ['59%', '100%', '100%', '53%']  memcached=112.4%
[monitor] ['58%', '100%', '100%', '55%']  memcached=113.2%
[monitor] ['56%', '100%', '100%', '51%']  memcached=107.8%
[monitor] ['56%', '100%', '100%', '53%']  memcached=108.3%
[monitor] ['53%', '100%', '100%', '54%']  memcached=106.8%
[monitor] ['62%', '100%', '100%', '57%']  memcached=118.3%
[monitor] ['56%', '100%', '100%', '50%']  memcached=105.6%
[monitor] ['57%', '100%', '100%', '57%']  memcached=114.3%
[monitor] ['58%', '100%', '100%', '50%']  memcached=107.9%
[monitor] ['54%', '100%', '100%', '54%']  memcached=108.1%
[monitor] ['58%', '100%', '100%', '53%']  memcached=110.7%
[monitor] ['56%', '100%', '100%', '56%']  memcached=112.0%
[monitor] ['55%', '100%', '100%', '55%']  memcached=110.5%
[monitor] ['59%', '100%', '100%', '58%']  memcached=117.4%
[monitor] ['58%', '100%', '100%', '58%']  memcached=115.8%
[monitor] ['56%', '100%', '100%', '57%']  memcached=112.3%
[monitor] ['58%', '100%', '100%', '61%']  memcached=118.9%
[monitor] ['60%', '100%', '100%', '57%']  memcached=116.8%
[monitor] ['61%', '100%', '100%', '61%']  memcached=121.1%
[monitor] ['55%', '100%', '100%', '54%']  memcached=109.3%
[monitor] ['58%', '100%', '100%', '53%']  memcached=110.7%
[monitor] ['55%', '100%', '100%', '54%']  memcached=109.3%
[monitor] ['57%', '100%', '100%', '51%']  memcached=108.2%
[monitor] ['55%', '100%', '100%', '53%']  memcached=108.0%
[monitor] ['59%', '100%', '100%', '58%']  memcached=117.8%
[monitor] ['59%', '100%', '100%', '57%']  memcached=116.2%
[monitor] ['59%', '100%', '100%', '58%']  memcached=116.9%
[monitor] ['58%', '100%', '100%', '53%']  memcached=110.7%
[monitor] ['54%', '100%', '100%', '53%']  memcached=106.8%
[monitor] ['59%', '100%', '100%', '58%']  memcached=116.9%
[monitor] ['57%', '100%', '100%', '52%']  memcached=108.3%
[monitor] ['60%', '100%', '100%', '54%']  memcached=114.1%
[monitor] ['56%', '100%', '100%', '54%']  memcached=110.5%
[monitor] ['57%', '100%', '100%', '54%']  memcached=111.0%
[monitor] ['58%', '100%', '100%', '56%']  memcached=113.9%
[monitor] ['57%', '100%', '100%', '54%']  memcached=110.8%
[monitor] ['55%', '100%', '100%', '53%']  memcached=108.0%
[monitor] ['55%', '100%', '100%', '53%']  memcached=108.0%
[monitor] ['57%', '100%', '100%', '56%']  memcached=112.3%
[monitor] ['61%', '100%', '100%', '57%']  memcached=117.3%
[monitor] ['63%', '100%', '100%', '57%']  memcached=120.3%
[monitor] ['59%', '100%', '100%', '63%']  memcached=122.6%
[monitor] ['63%', '100%', '100%', '61%']  memcached=123.7%
[monitor] ['65%', '100%', '100%', '62%']  memcached=127.2%
[monitor] ['62%', '100%', '100%', '60%']  memcached=121.8%
[monitor] ['65%', '100%', '100%', '62%']  memcached=126.5%
[monitor] ['61%', '100%', '100%', '62%']  memcached=122.7%
[monitor] ['62%', '100%', '100%', '62%']  memcached=124.3%
[monitor] ['65%', '100%', '100%', '63%']  memcached=128.0%
[monitor] ['63%', '100%', '100%', '61%']  memcached=123.7%
[monitor] ['67%', '100%', '100%', '69%']  memcached=135.2%
[monitor] ['64%', '100%', '100%', '68%']  memcached=132.3%
[monitor] ['65%', '100%', '100%', '66%']  memcached=130.7%
[monitor] ['63%', '100%', '100%', '67%']  memcached=129.5%
[monitor] ['68%', '100%', '100%', '65%']  memcached=132.4%
[monitor] ['63%', '100%', '100%', '66%']  memcached=128.6%
[monitor] ['63%', '100%', '100%', '65%']  memcached=128.0%
[monitor] ['61%', '100%', '100%', '61%']  memcached=122.2%
[monitor] ['62%', '100%', '100%', '60%']  memcached=122.2%
[monitor] ['62%', '100%', '100%', '59%']  memcached=121.6%
[monitor] ['64%', '100%', '100%', '64%']  memcached=128.0%
[monitor] ['63%', '100%', '100%', '60%']  memcached=123.2%
[monitor] ['61%', '100%', '100%', '61%']  memcached=121.6%
[monitor] ['59%', '100%', '100%', '65%']  memcached=124.3%
[monitor] ['65%', '100%', '100%', '58%']  memcached=123.2%
[monitor] ['63%', '100%', '100%', '61%']  memcached=124.3%
[monitor] ['62%', '100%', '100%', '62%']  memcached=123.7%
[monitor] ['63%', '100%', '100%', '61%']  memcached=124.3%
[monitor] ['65%', '100%', '100%', '59%']  memcached=124.3%
[monitor] ['59%', '100%', '100%', '65%']  memcached=124.3%
