Controller pinned to core 3.
Scheduler started.
pulled barnes
pulled radix
pulled blackscholes
pulled canneal
pulled freqmine
pulled streamcluster
pulled vips
[MEMCACHED] cores updated to: ['0', '1', '2']
[radix] started on cores: [3] with 1 threads.
[monitor] ['60%', '64%', '57%', '100%']  memcached=181.3%
[monitor] ['64%', '62%', '100%', '56%']  memcached=182.6%
[monitor] ['64%', '60%', '100%', '59%']  memcached=182.6%
[monitor] ['61%', '62%', '100%', '60%']  memcached=182.4%
[monitor] ['61%', '61%', '100%', '56%']  memcached=178.4%
[monitor] ['60%', '62%', '100%', '60%']  memcached=181.0%
[monitor] ['64%', '60%', '100%', '57%']  memcached=180.3%
[monitor] ['61%', '60%', '100%', '57%']  memcached=178.5%
[monitor] ['59%', '60%', '100%', '56%']  memcached=175.4%
[monitor] ['61%', '60%', '100%', '57%']  memcached=177.6%
[monitor] ['62%', '62%', '100%', '59%']  memcached=182.8%
[monitor] ['62%', '61%', '100%', '58%']  memcached=181.4%
[monitor] ['61%', '62%', '100%', '57%']  memcached=180.4%
[monitor] ['61%', '60%', '100%', '57%']  memcached=179.0%
[monitor] ['63%', '60%', '100%', '57%']  memcached=180.3%
[monitor] ['63%', '61%', '100%', '57%']  memcached=180.9%
[monitor] ['59%', '59%', '100%', '59%']  memcached=175.6%
[monitor] ['60%', '60%', '100%', '56%']  memcached=176.1%
[monitor] ['59%', '62%', '100%', '59%']  memcached=179.0%
[monitor] ['63%', '64%', '100%', '59%']  memcached=185.6%
[monitor] ['61%', '60%', '100%', '56%']  memcached=177.9%
[monitor] ['60%', '59%', '100%', '60%']  memcached=177.6%
[monitor] ['59%', '62%', '100%', '57%']  memcached=177.9%
[monitor] ['73%', '73%', '100%', '69%']  memcached=215.2%
[monitor] ['78%', '83%', '100%', '79%']  memcached=240.7%
[monitor] ['78%', '81%', '100%', '74%']  memcached=232.6%
[monitor] ['81%', '80%', '100%', '78%']  memcached=239.5%
[monitor] ['79%', '82%', '100%', '78%']  memcached=238.9%
[monitor] ['79%', '78%', '100%', '74%']  memcached=231.0%
[monitor] ['81%', '81%', '100%', '76%']  memcached=237.4%
[monitor] ['79%', '79%', '100%', '76%']  memcached=233.6%
[monitor] ['78%', '78%', '100%', '76%']  memcached=231.2%
[monitor] ['81%', '81%', '100%', '76%']  memcached=238.0%
[monitor] ['79%', '81%', '100%', '76%']  memcached=236.3%
[monitor] ['78%', '81%', '100%', '76%']  memcached=235.8%
[monitor] ['81%', '83%', '100%', '78%']  memcached=241.7%
[monitor] ['83%', '86%', '100%', '79%']  memcached=248.5%
[monitor] ['78%', '81%', '100%', '78%']  memcached=236.7%
[monitor] ['79%', '81%', '100%', '76%']  memcached=236.3%
[monitor] ['74%', '77%', '100%', '74%']  memcached=225.1%
[monitor] ['12%', '3%', '100%', '3%']  memcached=19.4%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [1, 2]
[monitor] ['10%', '90%', '93%', '0%']  memcached=10.3%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [3, 1, 2]
[monitor] ['14%', '97%', '87%', '100%']  memcached=13.8%
[monitor] ['14%', '100%', '90%', '97%']  memcached=14.3%
[monitor] ['11%', '100%', '90%', '100%']  memcached=10.7%
[monitor] ['19%', '100%', '90%', '97%']  memcached=19.4%
[monitor] ['7%', '100%', '87%', '100%']  memcached=7.1%
[monitor] ['11%', '97%', '93%', '100%']  memcached=10.7%
[monitor] ['7%', '100%', '100%', '97%']  memcached=7.4%
[monitor] ['11%', '97%', '97%', '97%']  memcached=10.7%
[monitor] ['11%', '100%', '100%', '100%']  memcached=10.7%
[monitor] ['11%', '97%', '97%', '97%']  memcached=10.7%
[monitor] ['11%', '97%', '97%', '97%']  memcached=11.1%
[monitor] ['7%', '100%', '97%', '100%']  memcached=7.1%
[monitor] ['11%', '97%', '100%', '97%']  memcached=10.7%
[monitor] ['4%', '100%', '94%', '100%']  memcached=4.0%
[monitor] ['42%', '100%', '97%', '97%']  memcached=42.1%
[monitor] ['55%', '93%', '100%', '93%']  memcached=54.8%
[monitor] ['59%', '97%', '100%', '97%']  memcached=58.7%
[monitor] ['51%', '100%', '90%', '100%']  memcached=51.2%
[monitor] ['53%', '100%', '93%', '97%']  memcached=53.5%
[monitor] ['53%', '100%', '93%', '100%']  memcached=53.5%
[monitor] ['53%', '100%', '93%', '97%']  memcached=53.5%
[monitor] ['51%', '100%', '93%', '100%']  memcached=51.2%
[monitor] ['52%', '97%', '90%', '100%']  memcached=52.4%
[monitor] ['50%', '100%', '90%', '97%']  memcached=50.0%
[monitor] ['53%', '100%', '90%', '100%']  memcached=53.5%
[monitor] ['51%', '100%', '93%', '97%']  memcached=51.2%
[monitor] ['51%', '100%', '93%', '100%']  memcached=51.2%
[monitor] ['53%', '100%', '90%', '97%']  memcached=53.5%
[monitor] ['51%', '100%', '93%', '100%']  memcached=51.2%
[monitor] ['54%', '100%', '93%', '100%']  memcached=53.7%
[monitor] ['52%', '100%', '90%', '97%']  memcached=52.3%
[monitor] ['23%', '97%', '90%', '100%']  memcached=22.6%
[monitor] ['17%', '100%', '93%', '100%']  memcached=17.2%
[monitor] ['20%', '100%', '90%', '100%']  memcached=20.0%
[monitor] ['23%', '100%', '93%', '97%']  memcached=23.3%
[monitor] ['20%', '100%', '90%', '100%']  memcached=20.0%
[monitor] ['23%', '97%', '90%', '100%']  memcached=23.3%
[monitor] ['23%', '100%', '90%', '97%']  memcached=22.6%
[monitor] ['14%', '100%', '93%', '100%']  memcached=13.8%
[monitor] ['20%', '100%', '90%', '100%']  memcached=20.0%
[monitor] ['23%', '100%', '90%', '97%']  memcached=22.6%
[monitor] ['14%', '100%', '93%', '100%']  memcached=14.3%
[monitor] ['23%', '100%', '90%', '100%']  memcached=22.6%
[monitor] ['23%', '100%', '90%', '97%']  memcached=22.6%
[monitor] ['20%', '97%', '90%', '100%']  memcached=20.0%
[monitor] ['17%', '100%', '87%', '100%']  memcached=17.2%
[monitor] ['21%', '100%', '90%', '100%']  memcached=20.7%
[monitor] ['45%', '100%', '93%', '97%']  memcached=45.5%
[monitor] ['88%', '100%', '100%', '96%']  memcached=87.9%
[MEMCACHED] cores updated to: ['0', '2']
[canneal] cores updated to: [3, 1]
[monitor] ['67%', '97%', '67%', '93%']  memcached=133.3%
[monitor] ['67%', '93%', '68%', '94%']  memcached=135.6%
[monitor] ['67%', '97%', '66%', '97%']  memcached=133.3%
[monitor] ['67%', '97%', '68%', '97%']  memcached=135.0%
[monitor] ['67%', '97%', '67%', '93%']  memcached=134.9%
[monitor] ['67%', '97%', '67%', '97%']  memcached=134.9%
[monitor] ['68%', '97%', '67%', '94%']  memcached=135.7%
[monitor] ['67%', '97%', '67%', '96%']  memcached=134.9%
[monitor] ['65%', '97%', '67%', '97%']  memcached=131.8%
[monitor] ['67%', '100%', '67%', '97%']  memcached=133.3%
[monitor] ['67%', '97%', '67%', '94%']  memcached=134.9%
[monitor] ['67%', '97%', '67%', '97%']  memcached=134.9%
[monitor] ['69%', '97%', '69%', '96%']  memcached=138.1%
[monitor] ['69%', '97%', '69%', '94%']  memcached=138.1%
[monitor] ['67%', '100%', '67%', '97%']  memcached=134.9%
[monitor] ['31%', '93%', '33%', '93%']  memcached=64.6%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [3, 1, 2]
[monitor] ['57%', '93%', '100%', '93%']  memcached=56.8%
[monitor] ['55%', '100%', '94%', '97%']  memcached=54.5%
[monitor] ['57%', '97%', '97%', '100%']  memcached=57.1%
[monitor] ['57%', '100%', '94%', '97%']  memcached=56.8%
[monitor] ['57%', '100%', '93%', '100%']  memcached=56.8%
[monitor] ['55%', '100%', '94%', '97%']  memcached=54.5%
[monitor] ['53%', '100%', '93%', '100%']  memcached=53.5%
[monitor] ['56%', '100%', '93%', '100%']  memcached=55.8%
[monitor] ['55%', '100%', '97%', '97%']  memcached=54.5%
[monitor] ['56%', '97%', '94%', '100%']  memcached=55.6%
[monitor] ['56%', '100%', '97%', '97%']  memcached=55.8%
[monitor] ['57%', '100%', '93%', '100%']  memcached=56.8%
[monitor] ['55%', '100%', '97%', '100%']  memcached=54.5%
[monitor] ['58%', '100%', '94%', '97%']  memcached=57.8%
[monitor] ['57%', '100%', '93%', '100%']  memcached=56.8%
[monitor] ['68%', '97%', '97%', '97%']  memcached=67.5%
[monitor] ['100%', '96%', '97%', '90%']  memcached=100.0%
[MEMCACHED] cores updated to: ['0', '1', '3']
[canneal] cores updated to: [2]
[monitor] ['81%', '78%', '100%', '81%']  memcached=238.9%
[monitor] ['71%', '72%', '100%', '69%']  memcached=212.5%
[monitor] ['72%', '72%', '100%', '70%']  memcached=213.6%
[monitor] ['72%', '73%', '100%', '69%']  memcached=214.2%
[monitor] ['72%', '74%', '100%', '72%']  memcached=218.7%
[monitor] ['71%', '73%', '100%', '69%']  memcached=213.1%
[monitor] ['72%', '72%', '100%', '68%']  memcached=212.6%
[monitor] ['72%', '74%', '100%', '72%']  memcached=218.7%
[monitor] ['70%', '72%', '100%', '68%']  memcached=210.8%
[monitor] ['71%', '74%', '100%', '70%']  memcached=214.7%
[monitor] ['73%', '72%', '100%', '72%']  memcached=218.2%
[monitor] ['72%', '72%', '100%', '68%']  memcached=212.6%
[monitor] ['71%', '72%', '100%', '70%']  memcached=212.5%
[monitor] ['74%', '74%', '100%', '71%']  memcached=218.4%
[monitor] ['72%', '73%', '100%', '70%']  memcached=215.0%
[monitor] ['30%', '27%', '100%', '23%']  memcached=80.3%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [1, 2]
[monitor] ['37%', '93%', '90%', '37%']  memcached=74.3%
[monitor] ['31%', '90%', '94%', '32%']  memcached=63.6%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [3, 1, 2]
[monitor] ['62%', '97%', '93%', '97%']  memcached=62.2%
[monitor] ['61%', '100%', '93%', '100%']  memcached=60.9%
[monitor] ['59%', '100%', '97%', '97%']  memcached=59.1%
[monitor] ['61%', '100%', '93%', '100%']  memcached=60.9%
[monitor] ['59%', '100%', '93%', '100%']  memcached=58.7%
[monitor] ['62%', '100%', '97%', '97%']  memcached=61.7%
[monitor] ['60%', '100%', '94%', '100%']  memcached=60.0%
[monitor] ['61%', '100%', '97%', '97%']  memcached=60.9%
[monitor] ['60%', '100%', '93%', '100%']  memcached=60.0%
[monitor] ['60%', '97%', '97%', '97%']  memcached=60.0%
[monitor] ['61%', '100%', '93%', '100%']  memcached=60.9%
[monitor] ['61%', '100%', '93%', '97%']  memcached=60.9%
[monitor] ['60%', '100%', '97%', '100%']  memcached=60.0%
[monitor] ['72%', '97%', '97%', '93%']  memcached=71.8%
[monitor] ['100%', '93%', '100%', '90%']  memcached=100.0%
[MEMCACHED] cores updated to: ['0', '2', '3']
[canneal] cores updated to: [1]
[monitor] ['76%', '100%', '81%', '77%']  memcached=234.5%
[monitor] ['67%', '100%', '71%', '68%']  memcached=205.7%
[monitor] ['71%', '100%', '70%', '68%']  memcached=208.2%
[monitor] ['70%', '100%', '75%', '71%']  memcached=215.7%
[monitor] ['72%', '100%', '70%', '70%']  memcached=211.8%
[monitor] ['68%', '100%', '70%', '68%']  memcached=206.7%
[monitor] ['68%', '100%', '69%', '68%']  memcached=205.8%
[monitor] ['70%', '100%', '71%', '68%']  memcached=209.2%
[monitor] ['68%', '100%', '69%', '68%']  memcached=205.0%
[monitor] ['70%', '100%', '71%', '70%']  memcached=210.7%
[monitor] ['71%', '100%', '72%', '71%']  memcached=214.0%
[monitor] ['70%', '100%', '70%', '68%']  memcached=208.3%
[monitor] ['68%', '100%', '71%', '70%']  memcached=208.2%
[monitor] ['68%', '100%', '72%', '67%']  memcached=207.5%
[monitor] ['70%', '100%', '68%', '68%']  memcached=206.6%
[monitor] ['52%', '100%', '55%', '55%']  memcached=162.5%
[monitor] ['52%', '100%', '55%', '50%']  memcached=157.3%
[monitor] ['54%', '100%', '55%', '54%']  memcached=162.5%
[monitor] ['52%', '100%', '56%', '51%']  memcached=159.9%
[monitor] ['51%', '100%', '55%', '52%']  memcached=158.8%
[monitor] ['54%', '100%', '54%', '50%']  memcached=157.5%
[monitor] ['49%', '100%', '55%', '50%']  memcached=153.7%
[monitor] ['54%', '100%', '52%', '51%']  memcached=157.4%
[monitor] ['53%', '100%', '52%', '54%']  memcached=158.8%
[monitor] ['52%', '100%', '55%', '50%']  memcached=157.5%
[monitor] ['54%', '100%', '56%', '55%']  memcached=164.5%
[monitor] ['54%', '100%', '54%', '52%']  memcached=160.0%
[monitor] ['54%', '100%', '57%', '54%']  memcached=164.6%
[monitor] ['52%', '100%', '52%', '51%']  memcached=156.3%
[monitor] ['56%', '100%', '55%', '54%']  memcached=164.5%
[monitor] ['54%', '100%', '57%', '51%']  memcached=162.1%
[monitor] ['43%', '100%', '42%', '44%']  memcached=129.4%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [2, 1]
[monitor] ['26%', '90%', '93%', '28%']  memcached=53.9%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [2, 1, 3]
[monitor] ['58%', '100%', '93%', '97%']  memcached=57.8%
[monitor] ['56%', '100%', '93%', '100%']  memcached=55.6%
[monitor] ['56%', '100%', '93%', '100%']  memcached=55.6%
[monitor] ['57%', '100%', '97%', '97%']  memcached=56.8%
[monitor] ['57%', '100%', '93%', '100%']  memcached=56.8%
[monitor] ['60%', '90%', '97%', '87%']  memcached=59.6%
[monitor] ['57%', '97%', '93%', '100%']  memcached=56.8%
[monitor] ['58%', '100%', '97%', '97%']  memcached=57.8%
[monitor] ['55%', '100%', '94%', '100%']  memcached=54.5%
[monitor] ['57%', '100%', '93%', '97%']  memcached=56.8%
[monitor] ['58%', '97%', '97%', '97%']  memcached=57.8%
[monitor] ['57%', '97%', '100%', '97%']  memcached=56.8%
[monitor] ['58%', '100%', '97%', '97%']  memcached=57.8%
[monitor] ['59%', '100%', '93%', '100%']  memcached=58.7%
[monitor] ['57%', '100%', '94%', '97%']  memcached=56.8%
[monitor] ['91%', '97%', '100%', '97%']  memcached=90.6%
[MEMCACHED] cores updated to: ['0', '1', '3']
[canneal] cores updated to: [2]
[monitor] ['82%', '83%', '100%', '81%']  memcached=246.2%
[monitor] ['74%', '74%', '100%', '72%']  memcached=221.2%
[monitor] ['77%', '77%', '100%', '72%']  memcached=225.6%
[monitor] ['75%', '73%', '100%', '72%']  memcached=219.8%
[monitor] ['74%', '75%', '100%', '73%']  memcached=222.5%
[monitor] ['72%', '76%', '100%', '71%']  memcached=218.5%
[monitor] ['72%', '74%', '100%', '72%']  memcached=218.7%
[monitor] ['74%', '75%', '100%', '72%']  memcached=221.2%
[monitor] ['74%', '74%', '100%', '72%']  memcached=219.9%
[monitor] ['74%', '74%', '100%', '71%']  memcached=219.4%
[monitor] ['72%', '74%', '100%', '72%']  memcached=217.9%
[monitor] ['77%', '76%', '100%', '74%']  memcached=226.3%
[monitor] ['74%', '77%', '100%', '73%']  memcached=224.5%
[monitor] ['72%', '74%', '100%', '71%']  memcached=217.2%
[monitor] ['77%', '74%', '100%', '73%']  memcached=224.5%
[monitor] ['69%', '70%', '100%', '68%']  memcached=206.5%
[monitor] ['62%', '66%', '100%', '60%']  memcached=188.4%
[monitor] ['62%', '63%', '100%', '61%']  memcached=185.7%
[monitor] ['61%', '62%', '100%', '60%']  memcached=183.9%
[monitor] ['63%', '62%', '100%', '61%']  memcached=186.3%
[monitor] ['62%', '64%', '100%', '59%']  memcached=185.8%
[monitor] ['62%', '62%', '100%', '60%']  memcached=184.3%
[monitor] ['63%', '64%', '100%', '61%']  memcached=188.1%
[monitor] ['62%', '64%', '100%', '62%']  memcached=188.7%
[monitor] ['64%', '61%', '100%', '60%']  memcached=185.3%
[monitor] ['63%', '64%', '100%', '59%']  memcached=185.6%
[monitor] ['61%', '63%', '100%', '63%']  memcached=186.6%
[monitor] ['65%', '62%', '100%', '60%']  memcached=188.1%
[monitor] ['62%', '62%', '100%', '60%']  memcached=183.8%
[monitor] ['63%', '64%', '100%', '61%']  memcached=188.7%
[monitor] ['63%', '63%', '100%', '60%']  memcached=186.2%
[monitor] ['61%', '63%', '100%', '60%']  memcached=183.3%
[monitor] ['76%', '79%', '100%', '74%']  memcached=229.0%
[monitor] ['79%', '83%', '100%', '79%']  memcached=240.8%
[monitor] ['83%', '86%', '100%', '81%']  memcached=249.6%
[monitor] ['81%', '81%', '100%', '78%']  memcached=239.5%
[monitor] ['81%', '86%', '100%', '78%']  memcached=244.6%
[monitor] ['83%', '83%', '100%', '81%']  memcached=247.3%
[monitor] ['83%', '85%', '100%', '81%']  memcached=248.7%
[monitor] ['81%', '81%', '100%', '78%']  memcached=239.4%
[monitor] ['81%', '83%', '100%', '78%']  memcached=242.3%
[monitor] ['81%', '86%', '100%', '81%']  memcached=247.9%
[monitor] ['81%', '81%', '100%', '78%']  memcached=239.4%
[monitor] ['83%', '83%', '100%', '79%']  memcached=245.1%
[monitor] ['81%', '85%', '100%', '81%']  memcached=246.4%
[monitor] ['81%', '84%', '100%', '76%']  memcached=240.7%
[monitor] ['82%', '79%', '100%', '78%']  memcached=239.4%
[monitor] ['81%', '83%', '100%', '80%']  memcached=243.9%
[monitor] ['74%', '75%', '100%', '71%']  memcached=219.6%
[monitor] ['23%', '23%', '100%', '8%']  memcached=53.6%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [2, 1]
[monitor] ['39%', '87%', '93%', '36%']  memcached=75.3%
[monitor] ['40%', '93%', '93%', '37%']  memcached=77.1%
[monitor] ['37%', '93%', '90%', '37%']  memcached=74.3%
[monitor] ['45%', '93%', '94%', '40%']  memcached=84.7%
[monitor] ['41%', '93%', '89%', '42%']  memcached=82.6%
[monitor] ['37%', '90%', '94%', '38%']  memcached=75.4%
[monitor] ['43%', '93%', '90%', '36%']  memcached=79.4%
[monitor] ['39%', '93%', '90%', '42%']  memcached=80.6%
[monitor] ['37%', '93%', '97%', '42%']  memcached=79.2%
[monitor] ['41%', '90%', '93%', '39%']  memcached=79.4%
[monitor] ['42%', '93%', '90%', '40%']  memcached=81.7%
[monitor] ['37%', '93%', '93%', '41%']  memcached=77.7%
[monitor] ['35%', '90%', '93%', '38%']  memcached=73.5%
[monitor] ['39%', '90%', '96%', '39%']  memcached=77.8%
[monitor] ['40%', '93%', '90%', '41%']  memcached=80.5%
[monitor] ['69%', '93%', '93%', '71%']  memcached=139.5%
[monitor] ['88%', '86%', '90%', '88%']  memcached=176.1%
[MEMCACHED] cores updated to: ['0', '2', '3']
[canneal] cores updated to: [1]
[monitor] ['77%', '100%', '78%', '76%']  memcached=231.0%
[monitor] ['76%', '100%', '76%', '74%']  memcached=226.3%
[monitor] ['74%', '100%', '78%', '76%']  memcached=228.4%
[monitor] ['76%', '100%', '76%', '75%']  memcached=227.0%
[monitor] ['76%', '100%', '76%', '74%']  memcached=226.3%
[monitor] ['74%', '100%', '76%', '74%']  memcached=225.0%
[monitor] ['76%', '100%', '78%', '74%']  memcached=229.1%
[monitor] ['76%', '100%', '78%', '76%']  memcached=231.0%
[monitor] ['76%', '100%', '76%', '74%']  memcached=227.0%
[monitor] ['74%', '100%', '79%', '73%']  memcached=225.6%
[monitor] ['76%', '100%', '76%', '73%']  memcached=225.6%
[monitor] ['74%', '100%', '77%', '74%']  memcached=225.6%
[monitor] ['77%', '100%', '78%', '77%']  memcached=232.2%
[monitor] ['77%', '100%', '76%', '74%']  memcached=226.9%
[monitor] ['74%', '100%', '77%', '71%']  memcached=222.3%
[monitor] ['74%', '100%', '75%', '73%']  memcached=221.7%
[monitor] ['72%', '100%', '75%', '72%']  memcached=220.0%
[monitor] ['74%', '100%', '74%', '72%']  memcached=219.8%
[monitor] ['72%', '100%', '74%', '72%']  memcached=218.7%
[monitor] ['69%', '100%', '72%', '72%']  memcached=213.5%
[monitor] ['74%', '100%', '74%', '72%']  memcached=220.5%
[monitor] ['72%', '100%', '76%', '72%']  memcached=220.6%
[monitor] ['76%', '100%', '77%', '75%']  memcached=227.6%
[monitor] ['73%', '100%', '74%', '72%']  memcached=219.4%
[monitor] ['72%', '100%', '74%', '72%']  memcached=217.9%
[monitor] ['73%', '100%', '73%', '72%']  memcached=218.1%
[monitor] ['74%', '100%', '74%', '70%']  memcached=218.0%
[monitor] ['71%', '100%', '74%', '72%']  memcached=217.9%
[monitor] ['72%', '100%', '74%', '72%']  memcached=218.7%
[monitor] ['72%', '100%', '74%', '70%']  memcached=216.5%
[monitor] ['74%', '100%', '75%', '73%']  memcached=221.9%
[monitor] ['74%', '100%', '77%', '74%']  memcached=225.6%
[monitor] ['78%', '100%', '81%', '78%']  memcached=237.3%
[monitor] ['78%', '100%', '81%', '79%']  memcached=238.4%
[monitor] ['78%', '100%', '81%', '78%']  memcached=236.7%
[monitor] ['83%', '100%', '85%', '81%']  memcached=248.8%
[monitor] ['84%', '100%', '86%', '81%']  memcached=250.6%
[monitor] ['81%', '100%', '85%', '83%']  memcached=248.7%
[monitor] ['81%', '100%', '81%', '79%']  memcached=240.6%
[monitor] ['79%', '100%', '84%', '78%']  memcached=240.5%
[monitor] ['78%', '100%', '80%', '77%']  memcached=234.7%
[monitor] ['78%', '100%', '81%', '78%']  memcached=237.8%
[monitor] ['78%', '100%', '81%', '76%']  memcached=235.8%
[monitor] ['81%', '100%', '81%', '79%']  memcached=240.6%
[monitor] ['78%', '100%', '79%', '78%']  memcached=235.1%
[monitor] ['81%', '100%', '83%', '78%']  memcached=242.3%
[monitor] ['80%', '100%', '81%', '79%']  memcached=240.0%
[monitor] ['79%', '100%', '80%', '78%']  memcached=236.7%
[monitor] ['43%', '100%', '47%', '41%']  memcached=131.3%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [2, 1]
[monitor] ['59%', '84%', '97%', '58%']  memcached=116.7%
[monitor] ['56%', '79%', '93%', '57%']  memcached=113.2%
[monitor] ['52%', '84%', '93%', '57%']  memcached=109.6%
[monitor] ['51%', '82%', '93%', '54%']  memcached=104.9%
[monitor] ['52%', '90%', '90%', '55%']  memcached=107.3%
[monitor] ['56%', '90%', '93%', '56%']  memcached=112.2%
[monitor] ['55%', '86%', '93%', '52%']  memcached=107.5%
[monitor] ['55%', '97%', '93%', '56%']  memcached=111.1%
[monitor] ['55%', '83%', '90%', '51%']  memcached=106.0%
[monitor] ['54%', '93%', '93%', '56%']  memcached=109.9%
[monitor] ['54%', '97%', '90%', '56%']  memcached=109.5%
[monitor] ['54%', '90%', '90%', '55%']  memcached=108.4%
[monitor] ['52%', '87%', '93%', '52%']  memcached=105.0%
[monitor] ['53%', '93%', '90%', '54%']  memcached=106.5%
[monitor] ['57%', '90%', '93%', '54%']  memcached=110.8%
[monitor] ['52%', '80%', '97%', '51%']  memcached=103.8%
[monitor] ['28%', '87%', '94%', '35%']  memcached=63.4%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [2, 1, 3]
[monitor] ['61%', '100%', '97%', '97%']  memcached=60.9%
[monitor] ['61%', '100%', '94%', '100%']  memcached=60.9%
[monitor] ['61%', '100%', '97%', '97%']  memcached=60.9%
[monitor] ['59%', '100%', '93%', '100%']  memcached=59.1%
[monitor] ['61%', '97%', '97%', '97%']  memcached=60.9%
[monitor] ['59%', '100%', '94%', '100%']  memcached=58.7%
[monitor] ['60%', '100%', '93%', '97%']  memcached=60.0%
[monitor] ['58%', '21%', '100%', '21%']  memcached=57.8%
[monitor] ['62%', '0%', '100%', '0%']  memcached=61.7%
[monitor] ['60%', '3%', '100%', '0%']  memcached=59.6%
[monitor] ['61%', '0%', '100%', '7%']  memcached=60.9%
[monitor] ['59%', '0%', '100%', '3%']  memcached=58.7%
[monitor] ['60%', '0%', '100%', '0%']  memcached=60.0%
[monitor] ['60%', '7%', '100%', '0%']  memcached=59.6%
[monitor] ['60%', '0%', '100%', '0%']  memcached=59.6%
[monitor] ['94%', '4%', '100%', '4%']  memcached=93.8%
[MEMCACHED] cores updated to: ['0', '1', '3']
[canneal] cores updated to: [2]
[monitor] ['68%', '71%', '100%', '68%']  memcached=207.3%
[monitor] ['68%', '68%', '100%', '67%']  memcached=202.5%
[monitor] ['68%', '67%', '100%', '64%']  memcached=199.1%
[monitor] ['66%', '65%', '100%', '64%']  memcached=195.1%
[monitor] ['69%', '68%', '100%', '64%']  memcached=201.6%
[monitor] ['66%', '67%', '100%', '62%']  memcached=195.0%
[monitor] ['66%', '68%', '100%', '66%']  memcached=199.2%
[monitor] ['66%', '66%', '100%', '64%']  memcached=196.0%
[monitor] ['74%', '74%', '89%', '73%']  memcached=220.3%
[canneal] ended.
[MEMCACHED] cores updated to: ['0', '2', '3']
[freqmine] started on cores: [1] with 3 threads.
[monitor] ['67%', '100%', '68%', '68%']  memcached=202.5%
[monitor] ['67%', '100%', '68%', '68%']  memcached=202.5%
[monitor] ['66%', '100%', '65%', '68%']  memcached=198.4%
[monitor] ['71%', '100%', '71%', '68%']  memcached=209.8%
[monitor] ['69%', '100%', '70%', '68%']  memcached=207.3%
[monitor] ['67%', '100%', '67%', '64%']  memcached=197.6%
[monitor] ['56%', '100%', '59%', '59%']  memcached=173.2%
[monitor] ['59%', '100%', '56%', '56%']  memcached=170.7%
[monitor] ['60%', '100%', '60%', '56%']  memcached=176.4%
[monitor] ['56%', '100%', '59%', '55%']  memcached=169.6%
[monitor] ['61%', '100%', '60%', '59%']  memcached=179.5%
[monitor] ['59%', '100%', '62%', '56%']  memcached=176.5%
[monitor] ['60%', '100%', '60%', '64%']  memcached=184.3%
[monitor] ['60%', '100%', '61%', '60%']  memcached=180.0%
[monitor] ['57%', '100%', '60%', '57%']  memcached=173.8%
[monitor] ['60%', '100%', '57%', '56%']  memcached=173.1%
[monitor] ['58%', '100%', '60%', '56%']  memcached=173.8%
[monitor] ['59%', '100%', '57%', '59%']  memcached=175.1%
[monitor] ['67%', '100%', '62%', '68%']  memcached=197.0%
[monitor] ['60%', '100%', '60%', '71%']  memcached=189.8%
[monitor] ['56%', '100%', '60%', '57%']  memcached=172.8%
[monitor] ['59%', '100%', '60%', '57%']  memcached=175.6%
[monitor] ['65%', '100%', '68%', '64%']  memcached=196.6%
[monitor] ['72%', '100%', '74%', '72%']  memcached=218.7%
[monitor] ['75%', '100%', '74%', '71%']  memcached=220.4%
[monitor] ['74%', '100%', '74%', '72%']  memcached=219.9%
[monitor] ['72%', '100%', '74%', '70%']  memcached=216.9%
[monitor] ['72%', '100%', '75%', '69%']  memcached=216.0%
[monitor] ['72%', '100%', '72%', '71%']  memcached=215.3%
[monitor] ['72%', '100%', '74%', '70%']  memcached=216.9%
[monitor] ['72%', '100%', '74%', '71%']  memcached=216.2%
[monitor] ['74%', '100%', '74%', '72%']  memcached=219.8%
[monitor] ['72%', '100%', '73%', '72%']  memcached=218.2%
[monitor] ['72%', '100%', '74%', '69%']  memcached=215.4%
[monitor] ['72%', '100%', '74%', '69%']  memcached=215.4%
[monitor] ['72%', '100%', '74%', '70%']  memcached=216.9%
[monitor] ['72%', '100%', '74%', '69%']  memcached=216.1%
[monitor] ['76%', '100%', '89%', '74%']  memcached=239.5%
[monitor] ['74%', '100%', '100%', '73%']  memcached=247.5%
[monitor] ['27%', '100%', '100%', '21%']  memcached=147.4%
[monitor] ['27%', '100%', '100%', '17%']  memcached=144.5%
[monitor] ['17%', '100%', '17%', '17%']  memcached=51.7%
[MEMCACHED] cores updated to: ['0', '3']
[freqmine] cores updated to: [1, 2]
[monitor] ['34%', '100%', '100%', '32%']  memcached=66.6%
[MEMCACHED] cores updated to: ['0']
[freqmine] cores updated to: [1, 2, 3]
[monitor] ['58%', '100%', '100%', '100%']  memcached=58.1%
