Controller pinned to core 3.
Scheduler started.
pulled barnes
pulled radix
pulled blackscholes
pulled canneal
pulled freqmine
pulled streamcluster
pulled vips
[MEMCACHED] cores updated to: ['0', '1', '2']
[radix] started on cores: [3] with 1 threads.
[monitor] ['0%', '0%', '0%', '100%']  memcached=0.0%
[monitor] ['69%', '100%', '82%', '79%']  memcached=230.0%
[monitor] ['68%', '100%', '81%', '79%']  memcached=228.3%
[monitor] ['70%', '100%', '79%', '76%']  memcached=224.2%
[monitor] ['69%', '100%', '78%', '79%']  memcached=226.1%
[monitor] ['66%', '100%', '78%', '73%']  memcached=216.2%
[monitor] ['69%', '100%', '76%', '76%']  memcached=220.3%
[monitor] ['68%', '100%', '79%', '77%']  memcached=224.2%
[monitor] ['66%', '100%', '76%', '75%']  memcached=216.4%
[monitor] ['68%', '100%', '78%', '76%']  memcached=221.5%
[monitor] ['68%', '100%', '77%', '76%']  memcached=220.5%
[monitor] ['69%', '100%', '77%', '79%']  memcached=225.6%
[monitor] ['71%', '100%', '80%', '79%']  memcached=229.4%
[monitor] ['68%', '100%', '77%', '79%']  memcached=223.9%
[monitor] ['69%', '100%', '79%', '79%']  memcached=227.6%
[monitor] ['68%', '100%', '76%', '73%']  memcached=216.8%
[monitor] ['69%', '100%', '79%', '79%']  memcached=226.9%
[monitor] ['69%', '100%', '79%', '78%']  memcached=225.7%
[monitor] ['69%', '100%', '81%', '82%']  memcached=231.8%
[monitor] ['70%', '100%', '78%', '80%']  memcached=227.8%
[monitor] ['70%', '100%', '79%', '79%']  memcached=227.9%
[monitor] ['71%', '100%', '81%', '79%']  memcached=230.0%
[monitor] ['67%', '100%', '77%', '76%']  memcached=220.3%
[monitor] ['69%', '100%', '78%', '79%']  memcached=225.7%
[monitor] ['68%', '100%', '79%', '76%']  memcached=223.5%
[monitor] ['27%', '100%', '26%', '26%']  memcached=78.9%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [1, 2]
[monitor] ['24%', '90%', '93%', '23%']  memcached=46.8%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [3, 1, 2]
[monitor] ['24%', '97%', '94%', '100%']  memcached=24.1%
[monitor] ['21%', '97%', '97%', '97%']  memcached=20.7%
[monitor] ['24%', '97%', '97%', '100%']  memcached=24.1%
[monitor] ['30%', '100%', '94%', '97%']  memcached=30.0%
[monitor] ['23%', '97%', '90%', '100%']  memcached=23.3%
[monitor] ['24%', '100%', '93%', '100%']  memcached=24.1%
[monitor] ['29%', '97%', '94%', '100%']  memcached=29.0%
[monitor] ['27%', '100%', '97%', '100%']  memcached=26.7%
[monitor] ['24%', '97%', '100%', '97%']  memcached=24.1%
[monitor] ['30%', '97%', '93%', '100%']  memcached=30.0%
[monitor] ['27%', '100%', '93%', '100%']  memcached=26.7%
[monitor] ['26%', '97%', '87%', '100%']  memcached=25.8%
[monitor] ['28%', '100%', '93%', '100%']  memcached=28.1%
[monitor] ['29%', '100%', '97%', '100%']  memcached=29.0%
[monitor] ['27%', '97%', '97%', '97%']  memcached=26.7%
[monitor] ['27%', '97%', '97%', '100%']  memcached=26.7%
[monitor] ['26%', '100%', '97%', '100%']  memcached=25.8%
[monitor] ['26%', '97%', '94%', '97%']  memcached=25.8%
[monitor] ['21%', '93%', '100%', '97%']  memcached=21.4%
[monitor] ['24%', '100%', '93%', '100%']  memcached=24.1%
[monitor] ['31%', '97%', '97%', '100%']  memcached=31.2%
[monitor] ['27%', '100%', '97%', '100%']  memcached=26.7%
[monitor] ['29%', '97%', '97%', '97%']  memcached=29.0%
[monitor] ['29%', '100%', '97%', '100%']  memcached=29.0%
[monitor] ['32%', '97%', '97%', '100%']  memcached=32.3%
[monitor] ['23%', '97%', '97%', '100%']  memcached=23.3%
[monitor] ['29%', '97%', '97%', '97%']  memcached=29.0%
[monitor] ['24%', '100%', '94%', '100%']  memcached=24.1%
[monitor] ['21%', '97%', '97%', '100%']  memcached=20.7%
[monitor] ['23%', '100%', '100%', '97%']  memcached=23.3%
[monitor] ['27%', '93%', '97%', '97%']  memcached=26.7%
[monitor] ['24%', '90%', '100%', '90%']  memcached=24.1%
[monitor] ['27%', '100%', '97%', '100%']  memcached=26.7%
[monitor] ['23%', '97%', '97%', '100%']  memcached=23.3%
[monitor] ['29%', '100%', '97%', '100%']  memcached=29.0%
[monitor] ['29%', '97%', '97%', '97%']  memcached=29.0%
[monitor] ['28%', '100%', '93%', '100%']  memcached=28.1%
[monitor] ['21%', '97%', '94%', '100%']  memcached=21.4%
[monitor] ['21%', '100%', '97%', '100%']  memcached=21.4%
[monitor] ['27%', '97%', '97%', '100%']  memcached=26.7%
[monitor] ['26%', '100%', '97%', '97%']  memcached=25.8%
[monitor] ['21%', '97%', '97%', '100%']  memcached=21.4%
[monitor] ['32%', '100%', '94%', '100%']  memcached=32.3%
[monitor] ['27%', '97%', '97%', '100%']  memcached=26.7%
[monitor] ['23%', '97%', '97%', '97%']  memcached=23.3%
[monitor] ['26%', '97%', '100%', '100%']  memcached=25.8%
[monitor] ['28%', '100%', '97%', '100%']  memcached=27.6%
[monitor] ['27%', '100%', '93%', '97%']  memcached=26.7%
[monitor] ['37%', '97%', '97%', '100%']  memcached=36.7%
[monitor] ['38%', '97%', '97%', '100%']  memcached=37.5%
[monitor] ['35%', '97%', '97%', '100%']  memcached=35.5%
[monitor] ['39%', '100%', '100%', '97%']  memcached=39.4%
[monitor] ['35%', '97%', '97%', '100%']  memcached=35.5%
[monitor] ['33%', '97%', '94%', '100%']  memcached=33.3%
[monitor] ['39%', '100%', '97%', '100%']  memcached=39.4%
[monitor] ['35%', '97%', '94%', '100%']  memcached=35.5%
[monitor] ['37%', '100%', '97%', '97%']  memcached=36.7%
[monitor] ['37%', '91%', '100%', '93%']  memcached=36.7%
[monitor] ['39%', '100%', '97%', '100%']  memcached=38.7%
[monitor] ['42%', '97%', '97%', '100%']  memcached=42.4%
[monitor] ['39%', '97%', '97%', '97%']  memcached=38.7%
[monitor] ['35%', '100%', '94%', '100%']  memcached=35.5%
[monitor] ['39%', '97%', '97%', '100%']  memcached=39.4%
[monitor] ['37%', '100%', '97%', '100%']  memcached=36.7%
[monitor] ['39%', '97%', '94%', '100%']  memcached=39.4%
[monitor] ['38%', '100%', '93%', '100%']  memcached=37.5%
[monitor] ['38%', '97%', '93%', '100%']  memcached=37.5%
[monitor] ['38%', '100%', '97%', '100%']  memcached=37.5%
[monitor] ['41%', '97%', '94%', '100%']  memcached=40.6%
[monitor] ['42%', '100%', '93%', '100%']  memcached=42.4%
[monitor] ['39%', '97%', '97%', '97%']  memcached=38.7%
[monitor] ['33%', '90%', '100%', '93%']  memcached=33.3%
[monitor] ['33%', '100%', '97%', '100%']  memcached=33.3%
[monitor] ['37%', '97%', '97%', '100%']  memcached=36.7%
[monitor] ['38%', '97%', '97%', '97%']  memcached=37.5%
[monitor] ['42%', '93%', '100%', '97%']  memcached=41.9%
[monitor] ['37%', '90%', '100%', '90%']  memcached=36.7%
[monitor] ['33%', '93%', '100%', '94%']  memcached=33.3%
[monitor] ['33%', '94%', '97%', '97%']  memcached=33.3%
[monitor] ['42%', '97%', '97%', '97%']  memcached=42.4%
[monitor] ['33%', '100%', '97%', '100%']  memcached=33.3%
[monitor] ['35%', '97%', '97%', '100%']  memcached=35.5%
[monitor] ['38%', '100%', '94%', '100%']  memcached=37.5%
[monitor] ['35%', '97%', '93%', '100%']  memcached=35.5%
[monitor] ['33%', '100%', '97%', '100%']  memcached=33.3%
[monitor] ['38%', '93%', '97%', '97%']  memcached=37.5%
[monitor] ['35%', '100%', '97%', '100%']  memcached=35.5%
[monitor] ['38%', '100%', '97%', '100%']  memcached=37.5%
[monitor] ['39%', '97%', '97%', '100%']  memcached=38.7%
[monitor] ['32%', '100%', '97%', '97%']  memcached=32.3%
[monitor] ['37%', '97%', '94%', '100%']  memcached=36.7%
[monitor] ['41%', '97%', '100%', '97%']  memcached=40.6%
[monitor] ['35%', '93%', '100%', '97%']  memcached=35.5%
[monitor] ['41%', '93%', '97%', '97%']  memcached=41.2%
[monitor] ['40%', '97%', '100%', '97%']  memcached=40.0%
[monitor] ['39%', '97%', '100%', '97%']  memcached=39.4%
[monitor] ['37%', '97%', '97%', '100%']  memcached=36.7%
[monitor] ['58%', '97%', '100%', '97%']  memcached=58.1%
[monitor] ['100%', '90%', '100%', '97%']  memcached=100.0%
[MEMCACHED] cores updated to: ['0', '1', '3']
[canneal] cores updated to: [2]
[monitor] ['70%', '71%', '100%', '76%']  memcached=216.8%
[monitor] ['65%', '70%', '100%', '69%']  memcached=203.5%
[monitor] ['66%', '66%', '100%', '69%']  memcached=200.0%
[monitor] ['66%', '69%', '100%', '70%']  memcached=205.3%
[monitor] ['66%', '66%', '100%', '69%']  memcached=200.9%
[monitor] ['63%', '65%', '100%', '68%']  memcached=196.0%
[monitor] ['69%', '69%', '100%', '71%']  memcached=208.6%
[monitor] ['66%', '69%', '100%', '69%']  memcached=203.7%
[monitor] ['66%', '67%', '100%', '71%']  memcached=203.0%
[monitor] ['68%', '69%', '100%', '71%']  memcached=207.3%
[monitor] ['62%', '66%', '100%', '69%']  memcached=196.9%
[monitor] ['65%', '70%', '100%', '71%']  memcached=204.8%
[monitor] ['66%', '66%', '100%', '69%']  memcached=200.0%
[monitor] ['65%', '68%', '100%', '69%']  memcached=201.8%
[monitor] ['68%', '69%', '100%', '72%']  memcached=208.4%
[monitor] ['64%', '68%', '100%', '72%']  memcached=203.5%
[monitor] ['69%', '70%', '100%', '71%']  memcached=209.9%
[monitor] ['66%', '69%', '100%', '73%']  memcached=207.9%
[monitor] ['69%', '69%', '100%', '71%']  memcached=207.7%
[monitor] ['67%', '69%', '100%', '71%']  memcached=206.7%
[monitor] ['67%', '72%', '100%', '72%']  memcached=211.1%
[monitor] ['69%', '68%', '100%', '71%']  memcached=207.6%
[monitor] ['66%', '69%', '100%', '71%']  memcached=204.9%
[monitor] ['67%', '69%', '100%', '69%']  memcached=204.7%
[monitor] ['66%', '68%', '100%', '71%']  memcached=204.7%
[monitor] ['65%', '70%', '100%', '69%']  memcached=203.0%
[monitor] ['67%', '67%', '100%', '72%']  memcached=205.6%
[monitor] ['65%', '67%', '100%', '69%']  memcached=199.9%
[monitor] ['65%', '68%', '100%', '69%']  memcached=201.8%
[monitor] ['63%', '67%', '100%', '69%']  memcached=198.1%
[monitor] ['64%', '67%', '100%', '69%']  memcached=199.1%
[monitor] ['64%', '65%', '100%', '69%']  memcached=196.9%
[monitor] ['65%', '68%', '100%', '71%']  memcached=203.8%
[monitor] ['65%', '68%', '100%', '71%']  memcached=202.9%
[monitor] ['67%', '68%', '100%', '69%']  memcached=203.8%
[monitor] ['66%', '68%', '100%', '71%']  memcached=203.9%
[monitor] ['66%', '66%', '100%', '67%']  memcached=198.1%
[monitor] ['66%', '65%', '100%', '69%']  memcached=199.0%
[monitor] ['68%', '71%', '100%', '71%']  memcached=209.7%
[monitor] ['66%', '68%', '100%', '71%']  memcached=204.8%
[monitor] ['67%', '68%', '100%', '69%']  memcached=202.9%
[monitor] ['66%', '66%', '100%', '69%']  memcached=200.0%
[monitor] ['66%', '69%', '100%', '69%']  memcached=203.7%
[monitor] ['71%', '71%', '100%', '74%']  memcached=216.3%
[monitor] ['65%', '70%', '100%', '73%']  memcached=207.1%
[monitor] ['68%', '67%', '100%', '71%']  memcached=205.7%
[monitor] ['69%', '71%', '100%', '68%']  memcached=207.6%
[monitor] ['66%', '68%', '100%', '74%']  memcached=207.6%
[monitor] ['31%', '32%', '100%', '31%']  memcached=94.8%
[MEMCACHED] cores updated to: ['0', '3']
[canneal] cores updated to: [1, 2]
[monitor] ['16%', '93%', '97%', '10%']  memcached=26.0%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [3, 1, 2]
[monitor] ['17%', '100%', '93%', '100%']  memcached=16.7%
[monitor] ['17%', '97%', '93%', '97%']  memcached=16.7%
[monitor] ['22%', '100%', '90%', '100%']  memcached=21.9%
[monitor] ['17%', '97%', '97%', '100%']  memcached=16.7%
[monitor] ['22%', '100%', '97%', '97%']  memcached=21.9%
[monitor] ['23%', '100%', '90%', '100%']  memcached=22.6%
[monitor] ['17%', '100%', '87%', '100%']  memcached=16.7%
[monitor] ['26%', '93%', '100%', '97%']  memcached=25.8%
[monitor] ['14%', '97%', '100%', '93%']  memcached=14.3%
[monitor] ['23%', '90%', '100%', '94%']  memcached=22.6%
[monitor] ['23%', '97%', '94%', '97%']  memcached=22.6%
[monitor] ['19%', '100%', '93%', '100%']  memcached=19.4%
[monitor] ['29%', '100%', '90%', '100%']  memcached=28.6%
[monitor] ['24%', '97%', '97%', '100%']  memcached=24.2%
[monitor] ['19%', '100%', '93%', '100%']  memcached=19.4%
[monitor] ['20%', '97%', '90%', '100%']  memcached=20.0%
[monitor] ['24%', '100%', '93%', '100%']  memcached=24.2%
[monitor] ['14%', '97%', '94%', '97%']  memcached=13.8%
[monitor] ['22%', '100%', '97%', '100%']  memcached=21.9%
[monitor] ['19%', '97%', '97%', '100%']  memcached=19.4%
[monitor] ['17%', '100%', '90%', '100%']  memcached=16.7%
[monitor] ['19%', '97%', '91%', '97%']  memcached=19.4%
[monitor] ['17%', '100%', '97%', '100%']  memcached=16.7%
[monitor] ['22%', '97%', '94%', '100%']  memcached=21.9%
[monitor] ['17%', '100%', '96%', '100%']  memcached=16.7%
[monitor] ['19%', '97%', '94%', '97%']  memcached=19.4%
[monitor] ['28%', '100%', '93%', '100%']  memcached=28.1%
[monitor] ['17%', '97%', '93%', '100%']  memcached=16.7%
[monitor] ['22%', '100%', '90%', '100%']  memcached=21.9%
[monitor] ['19%', '97%', '90%', '100%']  memcached=19.4%
[monitor] ['19%', '97%', '97%', '97%']  memcached=19.4%
[monitor] ['22%', '100%', '93%', '100%']  memcached=21.9%
[monitor] ['14%', '94%', '100%', '97%']  memcached=13.8%
[monitor] ['17%', '100%', '97%', '97%']  memcached=17.2%
[monitor] ['19%', '97%', '100%', '100%']  memcached=19.4%
[monitor] ['19%', '97%', '97%', '97%']  memcached=19.4%
[monitor] ['23%', '97%', '93%', '100%']  memcached=22.6%
[monitor] ['19%', '100%', '93%', '97%']  memcached=19.4%
[monitor] ['19%', '97%', '93%', '100%']  memcached=19.4%
[monitor] ['19%', '100%', '97%', '100%']  memcached=19.4%
[monitor] ['19%', '97%', '94%', '100%']  memcached=19.4%
[monitor] ['18%', '100%', '93%', '100%']  memcached=17.9%
[monitor] ['20%', '97%', '97%', '97%']  memcached=20.0%
[monitor] ['20%', '100%', '94%', '100%']  memcached=20.0%
[monitor] ['19%', '97%', '97%', '100%']  memcached=19.4%
[monitor] ['19%', '100%', '90%', '100%']  memcached=19.4%
[monitor] ['17%', '100%', '93%', '97%']  memcached=16.7%
[monitor] ['17%', '97%', '94%', '100%']  memcached=16.7%
[monitor] ['88%', '93%', '100%', '97%']  memcached=88.2%
[MEMCACHED] cores updated to: ['0', '2']
[canneal] cores updated to: [3, 1]
[monitor] ['65%', '97%', '67%', '97%']  memcached=131.4%
[monitor] ['68%', '100%', '68%', '97%']  memcached=135.1%
[monitor] ['66%', '94%', '68%', '100%']  memcached=134.2%
[monitor] ['68%', '97%', '66%', '97%']  memcached=133.3%
[monitor] ['68%', '97%', '67%', '100%']  memcached=135.1%
[monitor] ['65%', '97%', '67%', '97%']  memcached=131.5%
[monitor] ['64%', '97%', '68%', '100%']  memcached=131.5%
[monitor] ['70%', '97%', '69%', '97%']  memcached=139.5%
[monitor] ['67%', '97%', '67%', '97%']  memcached=133.3%
[monitor] ['68%', '97%', '69%', '97%']  memcached=136.8%
[monitor] ['67%', '97%', '72%', '100%']  memcached=138.9%
[monitor] ['68%', '97%', '69%', '97%']  memcached=137.7%
[monitor] ['68%', '97%', '69%', '100%']  memcached=137.9%
[monitor] ['66%', '97%', '69%', '97%']  memcached=135.2%
[monitor] ['66%', '97%', '68%', '100%']  memcached=133.3%
[monitor] ['68%', '97%', '68%', '97%']  memcached=135.1%
[monitor] ['68%', '97%', '68%', '97%']  memcached=136.0%
[monitor] ['68%', '97%', '69%', '100%']  memcached=136.8%
[monitor] ['65%', '100%', '67%', '97%']  memcached=131.5%
[monitor] ['66%', '97%', '68%', '100%']  memcached=133.3%
[monitor] ['68%', '93%', '67%', '97%']  memcached=134.2%
[monitor] ['68%', '97%', '68%', '100%']  memcached=135.1%
[monitor] ['66%', '94%', '70%', '97%']  memcached=136.0%
[monitor] ['68%', '97%', '68%', '97%']  memcached=135.1%
[monitor] ['66%', '97%', '68%', '100%']  memcached=134.1%
[monitor] ['67%', '97%', '69%', '97%']  memcached=136.1%
[monitor] ['65%', '97%', '69%', '100%']  memcached=134.1%
[monitor] ['67%', '97%', '70%', '97%']  memcached=136.9%
[monitor] ['65%', '97%', '68%', '100%']  memcached=132.3%
[monitor] ['65%', '94%', '67%', '97%']  memcached=131.5%
[monitor] ['68%', '97%', '70%', '100%']  memcached=137.8%
[monitor] ['64%', '97%', '68%', '97%']  memcached=132.3%
[monitor] ['63%', '97%', '67%', '97%']  memcached=129.5%
[monitor] ['67%', '97%', '68%', '100%']  memcached=135.1%
[monitor] ['65%', '97%', '69%', '97%']  memcached=134.3%
[monitor] ['68%', '97%', '69%', '100%']  memcached=136.8%
[monitor] ['65%', '97%', '68%', '100%']  memcached=132.4%
[monitor] ['65%', '97%', '68%', '97%']  memcached=132.4%
[monitor] ['66%', '93%', '68%', '97%']  memcached=133.3%
[monitor] ['67%', '97%', '70%', '100%']  memcached=136.9%
[monitor] ['68%', '97%', '67%', '97%']  memcached=135.1%
[monitor] ['65%', '97%', '68%', '97%']  memcached=132.4%
[monitor] ['67%', '93%', '68%', '100%']  memcached=135.1%
[monitor] ['68%', '97%', '70%', '97%']  memcached=138.7%
[monitor] ['67%', '94%', '69%', '97%']  memcached=135.9%
[monitor] ['65%', '97%', '67%', '100%']  memcached=131.5%
[monitor] ['68%', '97%', '68%', '97%']  memcached=135.1%
[monitor] ['66%', '97%', '68%', '100%']  memcached=134.2%
[monitor] ['57%', '97%', '58%', '97%']  memcached=115.5%
[monitor] ['33%', '97%', '34%', '93%']  memcached=67.7%
[MEMCACHED] cores updated to: ['0']
[canneal] cores updated to: [3, 1, 2]
[monitor] ['47%', '94%', '97%', '100%']  memcached=47.1%
[monitor] ['43%', '97%', '100%', '97%']  memcached=43.3%
[monitor] ['47%', '97%', '97%', '97%']  memcached=47.1%
[monitor] ['47%', '97%', '97%', '100%']  memcached=47.1%
[monitor] ['47%', '100%', '93%', '100%']  memcached=47.1%
[monitor] ['44%', '97%', '93%', '100%']  memcached=44.1%
[monitor] ['48%', '100%', '97%', '100%']  memcached=48.5%
[monitor] ['49%', '97%', '97%', '100%']  memcached=48.6%
[monitor] ['50%', '97%', '93%', '100%']  memcached=50.0%
[monitor] ['49%', '97%', '94%', '97%']  memcached=48.6%
[monitor] ['50%', '97%', '97%', '100%']  memcached=50.0%
[monitor] ['49%', '97%', '97%', '97%']  memcached=48.6%
[monitor] ['49%', '97%', '97%', '100%']  memcached=48.6%
[monitor] ['50%', '97%', '93%', '100%']  memcached=50.0%
[monitor] ['44%', '100%', '50%', '46%']  memcached=43.8%
[monitor] ['39%', '100%', '0%', '4%']  memcached=38.7%
[monitor] ['38%', '100%', '3%', '3%']  memcached=37.5%
[monitor] ['42%', '7%', '4%', '97%']  memcached=42.4%
[monitor] ['42%', '100%', '4%', '0%']  memcached=42.4%
[monitor] ['39%', '100%', '7%', '3%']  memcached=39.4%
[monitor] ['42%', '24%', '3%', '79%']  memcached=42.4%
[monitor] ['39%', '100%', '7%', '0%']  memcached=38.7%
[monitor] ['42%', '100%', '4%', '4%']  memcached=42.4%
[monitor] ['41%', '100%', '0%', '0%']  memcached=40.6%
[monitor] ['41%', '100%', '7%', '4%']  memcached=40.6%
[monitor] ['39%', '100%', '0%', '4%']  memcached=38.7%
[monitor] ['42%', '100%', '7%', '7%']  memcached=42.4%
[monitor] ['39%', '100%', '7%', '7%']  memcached=38.7%
[monitor] ['45%', '97%', '11%', '10%']  memcached=45.5%
[canneal] ended.
[freqmine] started on cores: [1, 2, 3] with 3 threads.
[monitor] ['47%', '34%', '47%', '45%']  memcached=47.1%
[monitor] ['47%', '28%', '70%', '33%']  memcached=47.1%
[monitor] ['47%', '7%', '59%', '48%']  memcached=46.9%
[monitor] ['38%', '3%', '3%', '100%']  memcached=37.5%
[monitor] ['39%', '0%', '7%', '100%']  memcached=39.4%
[monitor] ['37%', '100%', '4%', '7%']  memcached=36.7%
[monitor] ['42%', '100%', '4%', '3%']  memcached=42.4%
[monitor] ['47%', '100%', '93%', '93%']  memcached=46.9%
[monitor] ['49%', '100%', '79%', '83%']  memcached=48.6%
[monitor] ['47%', '100%', '100%', '100%']  memcached=46.9%
[monitor] ['46%', '100%', '100%', '100%']  memcached=45.7%
[monitor] ['50%', '100%', '100%', '100%']  memcached=50.0%
[monitor] ['50%', '100%', '100%', '100%']  memcached=50.0%
[monitor] ['49%', '100%', '100%', '100%']  memcached=48.6%
[monitor] ['42%', '100%', '100%', '100%']  memcached=41.9%
[monitor] ['44%', '100%', '100%', '100%']  memcached=43.8%
[monitor] ['49%', '100%', '100%', '100%']  memcached=48.6%
[monitor] ['42%', '100%', '100%', '100%']  memcached=42.4%
[monitor] ['52%', '100%', '100%', '100%']  memcached=51.6%
[monitor] ['100%', '100%', '100%', '100%']  memcached=100.0%
[MEMCACHED] cores updated to: ['0', '1', '2']
[freqmine] cores updated to: [3]
[monitor] ['84%', '74%', '94%', '100%']  memcached=251.6%
[monitor] ['67%', '76%', '79%', '100%']  memcached=221.8%
[monitor] ['70%', '76%', '81%', '100%']  memcached=227.4%
[monitor] ['73%', '74%', '83%', '100%']  memcached=229.9%
[monitor] ['71%', '75%', '82%', '100%']  memcached=227.4%
[monitor] ['69%', '73%', '79%', '100%']  memcached=220.9%
[monitor] ['71%', '77%', '84%', '100%']  memcached=232.4%
[monitor] ['70%', '71%', '79%', '100%']  memcached=220.5%
[monitor] ['71%', '76%', '82%', '100%']  memcached=228.9%
[monitor] ['74%', '74%', '81%', '100%']  memcached=229.1%
[monitor] ['73%', '76%', '82%', '100%']  memcached=230.3%
[monitor] ['71%', '76%', '85%', '100%']  memcached=231.2%
[monitor] ['72%', '76%', '82%', '100%']  memcached=230.2%
[monitor] ['67%', '76%', '79%', '100%']  memcached=221.2%
[monitor] ['70%', '76%', '82%', '100%']  memcached=228.5%
[monitor] ['71%', '76%', '79%', '100%']  memcached=226.5%
[monitor] ['73%', '72%', '81%', '100%']  memcached=225.9%
[monitor] ['71%', '76%', '82%', '100%']  memcached=228.2%
[monitor] ['70%', '82%', '85%', '100%']  memcached=236.9%
[monitor] ['88%', '71%', '88%', '100%']  memcached=247.2%
[monitor] ['100%', '71%', '80%', '100%']  memcached=251.4%
[monitor] ['91%', '74%', '82%', '100%']  memcached=246.7%
[monitor] ['71%', '75%', '82%', '100%']  memcached=227.8%
[monitor] ['70%', '70%', '81%', '100%']  memcached=220.6%
[monitor] ['71%', '76%', '85%', '100%']  memcached=232.3%
[monitor] ['73%', '74%', '82%', '100%']  memcached=229.4%
[monitor] ['69%', '73%', '81%', '100%']  memcached=222.7%
[monitor] ['71%', '73%', '79%', '100%']  memcached=222.7%
[monitor] ['69%', '70%', '75%', '100%']  memcached=213.4%
[monitor] ['69%', '72%', '81%', '100%']  memcached=221.7%
[monitor] ['74%', '76%', '81%', '100%']  memcached=231.2%
[monitor] ['75%', '76%', '84%', '100%']  memcached=235.8%
[monitor] ['67%', '69%', '77%', '100%']  memcached=212.6%
[monitor] ['68%', '70%', '78%', '100%']  memcached=215.5%
[monitor] ['72%', '76%', '81%', '100%']  memcached=228.9%
[monitor] ['69%', '73%', '81%', '100%']  memcached=222.7%
[monitor] ['71%', '73%', '82%', '100%']  memcached=225.7%
[monitor] ['73%', '77%', '85%', '100%']  memcached=235.2%
[monitor] ['73%', '75%', '81%', '100%']  memcached=228.4%
[monitor] ['68%', '69%', '79%', '100%']  memcached=215.8%
[monitor] ['66%', '69%', '76%', '100%']  memcached=210.0%
[monitor] ['71%', '74%', '81%', '100%']  memcached=225.4%
[monitor] ['69%', '74%', '82%', '100%']  memcached=224.1%
[monitor] ['74%', '75%', '82%', '100%']  memcached=230.3%
[monitor] ['73%', '76%', '82%', '100%']  memcached=231.6%
[monitor] ['70%', '72%', '81%', '100%']  memcached=222.8%
[monitor] ['69%', '73%', '78%', '100%']  memcached=219.7%
[monitor] ['70%', '72%', '79%', '100%']  memcached=221.0%
[monitor] ['48%', '50%', '55%', '100%']  memcached=153.0%
[monitor] ['42%', '40%', '41%', '100%']  memcached=122.8%
[MEMCACHED] cores updated to: ['0', '2']
[freqmine] cores updated to: [1, 3]
[monitor] ['45%', '100%', '49%', '100%']  memcached=94.0%
[monitor] ['42%', '100%', '47%', '100%']  memcached=89.5%
[monitor] ['42%', '100%', '49%', '100%']  memcached=91.1%
[monitor] ['42%', '100%', '45%', '100%']  memcached=87.4%
[monitor] ['46%', '100%', '50%', '100%']  memcached=95.7%
[monitor] ['48%', '100%', '47%', '100%']  memcached=95.5%
[monitor] ['46%', '100%', '46%', '100%']  memcached=91.4%
[monitor] ['40%', '100%', '47%', '100%']  memcached=87.1%
[monitor] ['41%', '100%', '47%', '100%']  memcached=87.7%
[monitor] ['47%', '100%', '47%', '100%']  memcached=94.3%
[monitor] ['47%', '100%', '50%', '100%']  memcached=97.1%
[monitor] ['47%', '100%', '49%', '100%']  memcached=95.8%
[monitor] ['45%', '100%', '45%', '100%']  memcached=90.9%
[monitor] ['47%', '100%', '49%', '100%']  memcached=95.7%
[monitor] ['42%', '100%', '49%', '100%']  memcached=91.0%
[monitor] ['45%', '100%', '50%', '100%']  memcached=95.5%
[monitor] ['47%', '100%', '46%', '100%']  memcached=92.9%
[monitor] ['45%', '100%', '47%', '100%']  memcached=92.7%
[monitor] ['42%', '100%', '47%', '100%']  memcached=89.5%
[monitor] ['44%', '100%', '46%', '100%']  memcached=89.5%
[monitor] ['44%', '100%', '50%', '100%']  memcached=93.8%
[monitor] ['47%', '100%', '47%', '100%']  memcached=94.1%
[monitor] ['44%', '100%', '47%', '100%']  memcached=90.8%
[monitor] ['47%', '100%', '47%', '100%']  memcached=94.3%
[monitor] ['44%', '100%', '50%', '100%']  memcached=93.8%
[monitor] ['45%', '100%', '49%', '100%']  memcached=94.0%
[monitor] ['51%', '100%', '51%', '100%']  memcached=102.9%
[monitor] ['44%', '100%', '42%', '100%']  memcached=86.5%
[monitor] ['45%', '100%', '49%', '100%']  memcached=94.0%
[monitor] ['46%', '100%', '47%', '100%']  memcached=92.9%
[monitor] ['49%', '100%', '49%', '100%']  memcached=97.1%
[monitor] ['47%', '100%', '49%', '100%']  memcached=95.8%
[monitor] ['45%', '100%', '44%', '100%']  memcached=89.2%
[monitor] ['44%', '100%', '44%', '100%']  memcached=87.9%
[monitor] ['42%', '100%', '50%', '100%']  memcached=92.4%
[monitor] ['49%', '100%', '42%', '100%']  memcached=91.0%
[monitor] ['44%', '100%', '50%', '100%']  memcached=94.1%
[monitor] ['50%', '100%', '49%', '100%']  memcached=98.6%
[monitor] ['46%', '100%', '49%', '100%']  memcached=94.3%
[monitor] ['42%', '100%', '47%', '100%']  memcached=89.6%
[monitor] ['49%', '100%', '47%', '100%']  memcached=95.6%
[monitor] ['45%', '100%', '46%', '100%']  memcached=91.2%
[monitor] ['44%', '100%', '49%', '100%']  memcached=92.7%
[monitor] ['44%', '100%', '44%', '100%']  memcached=88.2%
[monitor] ['44%', '100%', '44%', '100%']  memcached=87.9%
[monitor] ['44%', '100%', '42%', '100%']  memcached=86.2%
[monitor] ['42%', '100%', '51%', '100%']  memcached=93.8%
